"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010959","regulation of metal ion transport","119/3836","408/18986",0.291666666666667,1.44358272506083,4.55767665055215,8.2471389649074e-06,0.000234114728634443,0.000176908756174685,"ABCC8/ABL1/ACTN2/AFG3L2/AHCYL1/AHNAK/AKAP5/AKAP6/AMIGO1/ANK2/ANK3/ANO6/APLNR/ASPH/ATG5/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP2B1/ATP2B4/BCL2/BIN1/CACNA1D/CACNA2D1/CACNB2/CACNB4/CALM1/CAMK2A/CAMK2B/CAMK2D/CAV1/CD84/CHP1/CNTN1/COMMD1/CORO1A/CRBN/CRH/CTNNB1/CX3CL1/CXCL10/CXCR4/DLG1/DPP6/DRD1/EHD3/EPB41/FGF12/FGF13/FGF14/FHL1/FKBP1B/FXYD7/FYN/GEM/GNB5/GPD1L/GPER1/GRIN1/GSTO1/HEPH/HES1/HOMER1/HPCA/HSPA2/HTR2A/HTT/ITGB1/JPH3/KCNAB1/KCNAB2/KCNC2/KCNE4/KCNF1/KCNG3/KCNIP2/KCNIP4/KCNN2/KLHL24/LGALS3/MYLK/NEDD4L/NKAIN4/P2RX7/PDE4D/PLCG1/PLN/PLP1/PPP3CA/PPP3CB/PPP3R1/PRKCE/PRNP/PTPN3/RGS4/RGS7/RYR2/SCN2B/SCN3B/SERPINE2/SLC8A1/SLN/SNCA/SPG11/STK39/SUMO1/THY1/TMEM38A/TMX1/TRPC1/TSPAN13/UBASH3B/UBQLN1/UBR3/VAMP2/VDAC1/WNK1/YWHAH",119
"GO:0022612","gland morphogenesis","47/3836","127/18986",0.37007874015748,1.83167751841239,4.7319023721071,8.40870010902432e-06,0.000237630619224535,0.000179565538320633,"BCL2/BMP7/BTBD7/CAPN1/CAV1/CDC42/CEBPB/CFLAR/CUL3/EGFR/FBXW7/FGF1/FGFR1/FGFR2/GLI3/HGF/ID4/IGFBP5/KDM5B/LAMA5/LIPA/MED1/MSN/NFIB/NOTCH1/NOTCH2/NR3C1/NRG3/PAX6/PDGFA/PERP/PHB2/POLB/PTCH1/PTN/RTN4/RXFP1/SCRIB/SOSTDC1/SOX9/TBX3/TGFB2/TGM2/TNC/TNFAIP3/TWSG1/XBP1",47
"GO:1901879","regulation of protein depolymerization","37/3836","92/18986",0.402173913043478,1.99053021716462,4.79223349629473,8.53861643705025e-06,0.000240224824938798,0.000181525849441801,"ACTN2/ADD1/ADD2/ADD3/ARHGEF2/ASPH/CAPZA2/CFL2/CLASP2/DSTN/EPS8/FGF13/GAS2L1/GSN/KATNB1/KIF21A/LIMA1/MAP1B/MAP1S/MID1/MID1IP1/NAV3/NES/SCIN/SLN/SPTAN1/SPTBN1/STMN2/SVIL/SWAP70/TAOK1/TMOD1/TRIOBP/TTBK2/TWF1/WDR1/WDR47",37
"GO:0050768","negative regulation of neurogenesis","50/3836","138/18986",0.36231884057971,1.79327046591407,4.70615769666793,8.75871053250124e-06,0.000244446025072798,0.000184715598628562,"ABCC8/BMP7/BMPR1A/CDK5/CDKL3/CTDSP1/CTNNB1/DAAM2/DAB1/DCC/DICER1/DLX1/DNAJB11/EFNB3/FGF13/GATA2/GPR37L1/HES1/ID4/IFRD1/KIAA0319/KIFAP3/LRP4/MAP2/MCF2/NFATC4/NOTCH1/NR2E1/PAX6/PCM1/PPP3CA/PTN/REST/RGMA/RTN4/RTN4R/RUFY3/SEMA3F/SEMA3G/SEMA4F/SEMA6D/SIRT2/SKI/SORL1/SOX10/SPP1/SYT4/THY1/ULK2/YWHAH",50
"GO:0043484","regulation of RNA splicing","64/3836","190/18986",0.336842105263158,1.66717523736348,4.65074239616516,8.7662332063555e-06,0.000244446025072798,0.000184715598628562,"AFF2/AHNAK/AHNAK2/ARGLU1/C1QBP/CELF1/CELF2/CELF4/CELF5/CIRBP/CLNS1A/DAZAP1/DDX17/ENY2/FASTK/GRSF1/HABP4/HNRNPLL/ILDR2/JMJD6/KAT2B/KHDRBS1/KHDRBS3/NOVA1/NOVA2/PQBP1/PRDX6/PRMT5/PTBP1/QKI/RBFOX1/RBFOX2/RBFOX3/RBM25/RBM3/RBM39/RBM5/RBM8A/RBPMS/REST/SAP18/SETX/SF1/SF3B5/SFSWAP/SLC38A2/SON/SRPK2/SRRM1/SRRM4/SRSF1/SRSF12/SRSF3/SRSF4/SRSF7/STH/SUPT3H/SUPT7L/TRA2A/TRA2B/U2AF2/UPF3A/WTAP/ZBTB7A",64
"GO:0060996","dendritic spine development","39/3836","99/18986",0.393939393939394,1.94977407021203,4.7675438854778,8.85968698477274e-06,0.000244884856921218,0.000185047201842622,"ARF4/C21orf91/CAMK1/CAMK2A/CAMK2B/CAPRIN1/CAPRIN2/CDC42/CDK5/CDK5R1/CPEB3/CUX2/DHX36/DIP2A/DNM3/DTNBP1/DVL1/EFNA1/EPHA4/GRIN3A/IQSEC1/LPAR1/LRRK2/MAPK6/MEF2C/NGEF/PAFAH1B1/PAK3/PDLIM5/PPFIA2/SIPA1L1/SLC12A5/SRCIN1/SRGAP2/STAU2/TIAM1/UBE3A/WASL/ZNF365",39
"GO:0070936","protein K48-linked ubiquitination","39/3836","99/18986",0.393939393939394,1.94977407021203,4.7675438854778,8.85968698477274e-06,0.000244884856921218,0.000185047201842622,"ANAPC10/ANAPC13/ANAPC16/ANAPC5/ANAPC7/ARIH2/CDC16/CDC23/CDC27/CUL1/CUL3/DTX3L/FBXO45/FBXO7/FBXO9/GABARAP/HACE1/KBTBD6/KCMF1/NEDD4L/PPIA/RBX1/RNF187/RNF216/RNF34/RNF4/RNF8/SKP1/TNFAIP3/TRIM38/TRIM44/UBE2B/UBE2D2/UBE2D3/UBE2G1/UBE2K/UBE2T/UBE3A/ZNRF1",39
"GO:0007626","locomotory behavior","70/3836","213/18986",0.328638497652582,1.62657208457558,4.62734933571245,8.95188410753047e-06,0.00024635272334348,0.000186156394863102,"ABCA2/ABHD12/AGTPBP1/ALS2/ANKH/APBA2/ASTN1/ATP1A2/CACNB4/CALB1/CCND2/CHL1/CLCN3/CNTN1/CRBN/CRH/DAB1/DDHD2/DRD1/EFNB3/EGR1/ELAVL4/EPHA4/EPS8/FGF12/FIG4/GAD1/GLRB/GNAO1/GNG7/GPR88/GRIA1/GRM1/HEXB/HIPK2/HPRT1/HTR2C/ID2/INPP5F/KCNJ10/LRRK2/LRRTM1/MTOR/NAV2/NEGR1/OXR1/PAFAH1B1/PARK7/PENK/PLN/PPP3CB/PPT1/PREX2/PRKCE/SHANK2/SLC1A1/SLC25A46/SNAP25/SNCA/SOD1/SPG11/SPG21/TMOD1/UBE3A/UCHL1/VPS13A/VPS35/WDR47/ZFHX3/ZIC1",70
"GO:0043434","response to peptide hormone","128/3836","446/18986",0.286995515695067,1.42046320672225,4.52146159383337,9.17274052453639e-06,0.000251333090372297,0.000189919808389028,"ABCC8/ACTN2/ACVR1C/ADM/AHCYL1/AP3S1/APPL1/ASS1/ATP2B1/BLVRB/BMP7/C2CD5/CA2/CAMK2A/CAT/CAV1/CDO1/CFLAR/CITED1/COL1A1/COL6A1/CPEB1/CRHBP/CRY1/CSK/CUL3/CYC1/CYP1B1/DDR2/EDNRB/EGR1/EIF2B1/EIF2B3/EIF4EBP2/EIF6/EPM2AIP1/FAT1/FOS/FOXO1/GKAP1/GNAI1/GNAS/GOT1/GPER1/GPLD1/GRB14/GRIA1/GSK3B/HADH/HADHA/HDAC9/IGF1R/IGFBP5/INPPL1/INSIG2/IRS2/JAK1/KANK1/KAT2B/KLF15/LEPROTL1/LPIN1/LPIN2/MAP1B/MAPK1/MAS1/MTOR/MYO1C/MYO5A/NDEL1/NEFL/NUCKS1/NUDC/OGT/PAX6/PCK1/PCSK1/PDK4/PID1/PIK3C2A/PIP4K2B/PKM/PLCB1/PPARA/PPP3CA/PRKAR1A/PRKCB/PRKCZ/PTPN2/PXN/RAB13/RAB31/RAP1GDS1/RARRES2/RBX1/RELA/RHOQ/ROCK1/SGCB/SH2B2/SLC26A6/SLC27A4/SLC2A1/SMARCC1/SOCS3/SOCS7/SORBS1/SORL1/SORT1/SP1/SRD5A1/SRSF4/STAT1/STAT3/STAT4/STK11/SYAP1/TCF12/TGFBR3/TIMP1/TLR2/TRIM44/UPRT/USO1/VAMP2/VPS13C/XBP1/ZFP36L1",128
"GO:0035384","thioester biosynthetic process","24/3836","50/18986",0.48,2.37572471324296,4.90129341450567,9.60561228657184e-06,0.000260924864784378,0.000197167831145422,"ACACA/ACACB/ACAT1/ACSBG1/ACSL3/ACSL6/ACSS1/CBR4/DIP2A/DLD/ELOVL4/ELOVL5/ELOVL6/ELOVL7/MPC2/PDHA1/PDHB/PDK1/PDK3/PDK4/PPT1/SNCA/TECR/TPK1",24
"GO:0071616","acyl-CoA biosynthetic process","24/3836","50/18986",0.48,2.37572471324296,4.90129341450567,9.60561228657184e-06,0.000260924864784378,0.000197167831145422,"ACACA/ACACB/ACAT1/ACSBG1/ACSL3/ACSL6/ACSS1/CBR4/DIP2A/DLD/ELOVL4/ELOVL5/ELOVL6/ELOVL7/MPC2/PDHA1/PDHB/PDK1/PDK3/PDK4/PPT1/SNCA/TECR/TPK1",24
"GO:0009165","nucleotide biosynthetic process","75/3836","233/18986",0.321888412017167,1.59316303194941,4.58410908476712,1.00843812910077e-05,0.000272754381527598,0.000206106803526175,"ADCY1/ADK/ADSL/AK1/AK3/AK5/ALDOA/ATIC/ATP6V0C/ATP6V1A/CMPK1/COX11/CTPS1/DCTD/DGUOK/DNAJC30/DTYMK/GMPS/GUCY1A2/GUK1/HPRT1/IMPDH2/LIPA/MTHFD1/NADK2/NAMPT/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS6/NDUFS7/NDUFV1/NDUFV2/NDUFV3/NME5/NME7/NMNAT2/NUDT2/PAPSS1/PAPSS2/PARP10/PARP9/PID1/PINK1/PPARA/PRPS1/PRPS2/PRPSAP2/RFK/SDHA/SDHB/STOML2/TBPL1/UPRT/VCP",75
"GO:0033108","mitochondrial respiratory chain complex assembly","40/3836","103/18986",0.388349514563107,1.92210737317392,4.72174896732808,1.02602536818311e-05,0.000276325293602134,0.00020880516264779,"BCS1L/CHCHD7/COA1/COA3/COX18/FASTKD3/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF4/NDUFAF5/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFS1/NDUFS2/NDUFS3/NDUFS7/OXA1L/SAMM50/SCO2/TIMM21/TMEM126A/TMEM126B/TTC19/UQCRFS1",40
"GO:0023061","signal release","139/3836","493/18986",0.281947261663286,1.39547724450968,4.4769223097279,1.05240932045593e-05,0.000282224831383544,0.000213263147401686,"ABCA1/ABCC8/ACVR1C/ADCYAP1/ALOX5/ANXA1/ATP2A2/BLOC1S6/CACNB4/CADPS/CADPS2/CAMK2A/CARTPT/CDK5/CHRM3/CLOCK/CNR1/CPLX1/CPLX2/CRH/CRHBP/CRY1/CSPG5/DOC2A/DTNBP1/DVL1/DYNLL1/EDNRB/EFNA5/EGFR/ENSA/ENY2/EPHA5/ERC2/FBXO45/FGFR1/FKBP1B/FOXO1/GABBR1/GJA1/GNAO1/GNAS/GPER1/GPLD1/GPR158/HADH/HTR2A/HTR2C/ILDR2/IRS2/ITPR1/JAGN1/KCNB1/KCNMB4/KDM5B/KLF7/LIN7A/LIN7B/LIN7C/LRRK2/MCTP1/MEF2C/MIDN/MPC2/MYOF/NAPA/NAPB/NNAT/NRXN1/P2RX7/PARK7/PCLO/PCSK5/PFKM/PFN2/PINK1/PLCB1/PNKD/PORCN/PPFIA2/PPP3CA/PPP3CB/PPT1/PREPL/PRKAR1A/PRKCB/PRKCE/PRKCG/PTPRN/PTPRN2/RAB11FIP3/RAB1A/RAP1A/RAPGEF3/RBP4/REST/RIMS1/RPH3A/SCG5/SCRIB/SIRT3/SLC16A1/SLC32A1/SLC38A2/SLC4A8/SMAD2/SNAP25/SNAP29/SNCA/SNX4/SPP1/STX1A/STXBP1/SV2B/SYBU/SYN1/SYN2/SYNGR3/SYNJ1/SYP/SYT1/SYT4/SYT5/SYTL4/TBX3/TCF7L2/TCIRG1/TGM2/TIAM1/TM7SF3/TPRG1L/UNC13A/UNC13B/VAMP2/VAMP7/VAMP8/VIP/VPS35/VSNL1",139
"GO:0048678","response to axon injury","35/3836","86/18986",0.406976744186047,2.01430147682906,4.74377044424908,1.08753114381735e-05,0.000290407680861734,0.000219446516263589,"AXL/BCL2/CSPG5/EPHA4/FGF2/FKBP1B/FLRT3/GAP43/IGF1R/INPP5F/KCNB1/KIAA0319/KLF4/KREMEN1/LAMB2/MAP1B/MAP2K1/MTR/NEFL/NEO1/NREP/P2RY12/PCSK1/PTN/PTPRF/RGMA/RTCA/RTN4R/RTN4RL1/RTN4RL2/SLC1A1/SOD1/SPP1/TNC/TYROBP",35
"GO:0110053","regulation of actin filament organization","85/3836","273/18986",0.311355311355311,1.54103022455473,4.53074297624157,1.14050424201579e-05,0.000303268258784114,0.000229164609854738,"ABL1/ACTN2/ADD1/ADD2/ADD3/ALMS1/ARF1/ARHGAP18/ARHGAP35/ARHGEF10/ARHGEF10L/ARPC2/ARPC3/ARPC5L/BAG4/BIN1/BRK1/C9orf72/CAPZA2/CCDC88A/CDC42/CDC42EP4/CFL2/CLASP2/CORO1A/CTTN/CX3CL1/CYFIP2/DAAM2/DLC1/DLG1/DSTN/EPS8/FCHSD2/FERMT2/GSN/HAX1/HCLS1/HIP1R/ITGB1BP1/KANK1/KANK2/LATS1/LIMA1/LPAR1/MAGEL2/MET/MKKS/MTOR/MYADM/PAK1/PAK3/PFN2/PPFIA1/PPM1E/PREX1/PRKCE/PXN/RAC1/RAPGEF3/RASA1/RGCC/RGS4/RHPN2/ROCK1/S1PR1/SCIN/SLIT2/SPTAN1/SPTBN1/STMN1/SVIL/SWAP70/TGFBR1/TJP1/TMEFF2/TMOD1/TMSB10/TPM1/TRIOBP/TTC8/TWF1/WASF1/WASF2/WDR1",85
"GO:0051962","positive regulation of nervous system development","91/3836","297/18986",0.306397306397306,1.51649094349824,4.51425603091881,1.16362348691835e-05,0.000308115765317624,0.000232827627369245,"AMIGO1/ASCL1/BDNF/BIN1/BMPR2/CAMK2B/CAPRIN1/CAPRIN2/CBLN2/CDKL3/CLSTN2/CTNNB1/CUX1/CUX2/CX3CL1/CX3CR1/CXCR4/DHX36/DICER1/EFNA5/EGFR/EPHA4/FGF2/FLRT3/FN1/FXR1/GFAP/GLI3/GPER1/HDAC1/HES1/ID2/ID4/IL6ST/ITGB1/KDM1A/LRRTM1/MACF1/MAP1B/MAP2K1/MAP3K13/MAP6/MAPT/METRN/MTOR/MYRF/NAP1L1/NCAN/NEFL/NKX2-2/NOTCH1/NR2E1/NRXN1/NTRK2/PAFAH1B1/PAX6/PLXNB1/PLXNB2/PLXNC1/PRMT5/PTN/PTPRZ1/QKI/RELA/RHEB/ROBO2/RUFY3/SERPINE2/SLC7A5/SLIT2/SLITRK1/SLITRK3/SLITRK4/SLITRK5/SOX10/SOX8/SPEN/STAU2/STK11/SYNDIG1/TGM2/THBS2/TIAM1/TIAM2/TLR2/TRAK1/TRIM32/VCAN/XRCC2/XRCC5/ZNF365",91
"GO:0031110","regulation of microtubule polymerization or depolymerization","39/3836","100/18986",0.39,1.93027632950991,4.69332102941529,1.17158937848011e-05,0.000308927040300488,0.00023344066717657,"ABL1/ARHGEF2/CAMSAP1/CDK5R1/CKAP5/CLASP2/CLIP1/CLIP3/DRG1/FGF13/GAS2L1/HAUS2/HAUS3/KATNB1/KIF21A/MAP1B/MAP1S/MAP2/MAPRE2/MAPRE3/MAPT/MET/MID1/MID1IP1/NAV3/NME7/NUMA1/PAK1/RAC1/SLAIN1/SLC39A12/SNCA/STMN1/STMN2/STMN3/STMN4/TAOK1/TTBK2/WDR47",39
"GO:1903050","regulation of proteolysis involved in protein catabolic process","76/3836","238/18986",0.319327731092437,1.58048912995855,4.53464591778306,1.21442876038483e-05,0.000318888751997716,0.000240968232981621,"AGBL4/AGTPBP1/AQP11/BAG5/BBS7/BCAP31/CAV1/CCAR2/CLU/COMMD1/CSNK1A1/CSNK2A2/CSNK2B/DET1/DVL1/EFNA1/EIF3H/EPHA4/FBXO22/FBXW7/GABARAP/GABARAPL2/GNA12/GSK3B/HIPK2/HSP90AB1/L3MBTL3/LAPTM5/LATS1/LRRK2/MAPK9/N4BP1/NUPR1/OGT/OSBPL7/PARK7/PINK1/PITHD1/PRICKLE1/PRKCG/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD10/PSMD14/PSME3/PSMF1/RAD23B/RBX1/RCHY1/RHBDF1/RNFT2/RPS7/SIRT2/SMARCC1/SUMO1/SVIP/TGFB1I1/TMX1/TRAF7/UBE2K/UBE3A/UBQLN1/UBQLN4/UBXN2A/UCHL5/UFSP2/USP14/USP25/USP9X/VCP/XBP1/ZFAND2A",76
"GO:0060997","dendritic spine morphogenesis","27/3836","60/18986",0.45,2.22724191866528,4.7908731482786,1.23280481396833e-05,0.000322370785793709,0.000243599431246679,"CAMK2B/CAPRIN1/CAPRIN2/CDC42/CDK5/CDK5R1/CUX2/DHX36/DIP2A/DNM3/DTNBP1/DVL1/EFNA1/EPHA4/LRRK2/NGEF/PAFAH1B1/PAK3/PDLIM5/PPFIA2/SIPA1L1/SRCIN1/STAU2/TIAM1/UBE3A/WASL/ZNF365",27
"GO:0042177","negative regulation of protein catabolic process","44/3836","118/18986",0.372881355932203,1.84554885915767,4.63612419268903,1.2902654144646e-05,0.000336002175287434,0.000253899988474896,"AGAP2/ANXA2/AQP11/ATP13A2/AZIN1/BAG5/CCAR2/CSNK2A2/CSNK2B/EGFR/EIF3H/FYN/GABARAPL2/GRIN2A/HMGCR/HSP90AB1/IRAK3/LAPTM4B/MDM4/N4BP1/NELL1/NQO1/OGT/PARK7/PIN1/PRKCG/PSMF1/PTPN3/RELA/ROCK1/SERPINE2/SIRT2/SMARCC1/SNCA/SNX3/SVIP/TIMP1/TIMP2/UBXN2A/UCHL5/USP14/USP25/USP9X/VPS35",44
"GO:0051098","regulation of binding","71/3836","219/18986",0.324200913242009,1.60460858676037,4.528321204494,1.30799829766051e-05,0.000339218323944712,0.000256330270678628,"ABL1/ACTB/ADD1/ADD2/AKTIP/ANXA2/ATP2A2/BDNF/CAMK1/CLDN5/CSNK2B/DTX3L/EDF1/EIF3D/EPB41/EPHA4/FLOT1/FOXC1/GPSM1/GSK3B/GTF2B/GTF2F1/GTPBP4/HABP4/HDAC4/HES1/HEY2/HIP1R/HIPK2/IFI16/IFIT1/IGF1/ITGB1BP1/JUN/KDM1A/LAMTOR5/LEF1/LRPAP1/LRRK2/MAP2/MAPK8/MET/NES/NFIB/NUCKS1/NVL/PARP9/PAX6/PIN1/PLN/PPP2CA/PRMT7/PTPRF/RALB/RAN/ROCK1/RSF1/SIRT2/SKI/SLN/SMAD2/STMN1/SUMO1/SYMPK/TCF7L2/TIAM1/TTBK2/TXN/USP9X/ZBTB7A/ZNF593",71
"GO:0051452","intracellular pH reduction","26/3836","57/18986",0.456140350877193,2.25763313392971,4.7848226658036,1.31914835374859e-05,0.000340707906775557,0.000257455873699681,"AQP11/ATP6AP1/ATP6AP2/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1D/ATP6V1H/BCL2/CA2/CLCN3/CLIC4/CREG1/DMXL2/LAMP2/PPT1/RAB20/SLC11A1/SLC12A5/TCIRG1/TMEM9/UBE3A",26
"GO:0009191","ribonucleoside diphosphate catabolic process","40/3836","104/18986",0.384615384615385,1.90362557150878,4.64964150110576,1.34480110707466e-05,0.000344712361407406,0.000260481839183401,"ALDOA/ALDOC/BPGM/COL6A1/DDIT4/EIF6/ENO2/ENTPD2/ENTPD4/ENTPD5/EP300/FLCN/FOXK2/GAPDH/HDAC4/HK1/HTR2A/IGF1/KAT2B/LDHA/LIPA/MTOR/NUDT18/NUDT9/NUPR1/OGT/P2RX7/PFKFB3/PFKM/PFKP/PGK1/PKM/PPARA/PPP2CA/SLC4A4/STAT3/TPI1/UCHL1/ZBTB20/ZBTB7A",40
"GO:0099170","postsynaptic modulation of chemical synaptic transmission","18/3836","33/18986",0.545454545454545,2.69968717413973,4.91728374575418,1.34559252469409e-05,0.000344712361407406,0.000260481839183401,"ATG5/CHRM1/DCC/EIF4A3/EIF4E/GNAO1/INA/NEFH/NEFL/NGDN/PLCB1/PPP3CA/PPP3R1/RASGRF2/SLC1A1/SNX14/SORCS3/TRIO",18
"GO:0007035","vacuolar acidification","19/3836","36/18986",0.527777777777778,2.61219731201483,4.87195333142938,1.45987204896179e-05,0.000372474236945636,0.000281460095866318,"ATP6AP1/ATP6AP2/ATP6V0A1/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V1A/ATP6V1B2/ATP6V1D/ATP6V1H/CLIC4/CREG1/DMXL2/LAMP2/PPT1/SLC11A1/TCIRG1/TMEM9",19
"GO:0048863","stem cell differentiation","79/3836","251/18986",0.314741035856574,1.55778761907532,4.47627918730264,1.48647197422441e-05,0.00037773170893396,0.000285432903709305,"ABL1/BBS12/BCL2/BMP7/BMPR1A/CDC42/CDH2/CDK13/CDK6/CHD4/CITED2/CTNNB1/DHX36/EDNRB/EIF2AK2/ERBB4/FBXL17/FGF2/FGFR1/FGFR2/FN1/FOXC1/GATAD2A/GPM6A/GSK3B/HDAC1/HES1/HSPA9/ITGB1/JARID2/KITLG/LAMA5/MAPK1/MBD3/MED1/MEF2C/METTL5/MSI2/MSX1/MTCH2/N4BP2L2/NOTCH1/NRG1/NUDT21/OCIAD1/PAX6/PDGFRA/PEF1/PHF19/PRICKLE1/PSMD11/PTN/PTPRC/PWP1/RBBP4/RBBP7/REST/RPS7/SEMA3F/SEMA3G/SEMA4C/SEMA4F/SEMA6D/SLC4A11/SOX10/SOX5/SOX6/SOX8/SOX9/STAT3/TBX3/TEAD2/TGFB2/XRCC5/YAP1/YTHDF2/ZFP36/ZFP36L2/ZNF281",79
"GO:0097193","intrinsic apoptotic signaling pathway","98/3836","327/18986",0.299694189602446,1.48331435969553,4.43606270250125,1.51549704555866e-05,0.000382180463773699,0.000288794604572018,"ABL1/ACKR3/ARHGEF2/ARL6IP5/ARMC10/BAG5/BCAP31/BCL2/BCLAF1/CARD8/CASP6/CAV1/CCAR2/CD24/CD44/CDIP1/CEBPB/CLU/CTNNB1/CUL1/CUL2/CUL3/CYCS/CYLD/CYP1B1/DDIT4/EP300/ERP29/FBXO7/FBXW7/FGF2/FIGNL1/FIS1/FLCN/FNIP2/FYN/GSKIP/HDAC1/HINT1/HIPK1/HIPK2/HSPB1/IFI16/IFI6/ITPR1/KDM1A/LRRK2/MAEL/MAP2K4/MAP3K5/MCL1/MLLT11/MOAP1/MSH2/MSX1/NACC2/NBN/NFATC4/NME5/NUPR1/OPA1/PARK7/PARL/PDCD10/PDK1/PERP/PIAS4/PIK3CB/PINK1/POLB/PPIA/PRKRA/PTPN2/PTTG1IP/RPS7/S100A8/S100A9/SCN2A/SERINC3/SFN/SFPQ/SOD1/STK11/TAF9B/TNFRSF10B/TNFRSF1A/TRAP1/TRIAP1/TRIM32/UACA/UBQLN1/USP47/VDAC2/WWOX/XBP1/YBX3/ZNF385B/ZNF622",98
"GO:1900182","positive regulation of protein localization to nucleus","37/3836","94/18986",0.393617021276596,1.94817851041644,4.63717355111917,1.52255378521371e-05,0.000382180463773699,0.000288794604572018,"BAG3/CACNB4/CCT2/CCT4/CCT5/CCT6A/CCT7/CCT8/CREBBP/DMAP1/DTX3L/ECT2/EFCAB7/EP300/FERMT2/FYN/GLI3/GLIS2/HCLS1/IPO5/IPO7/JAK1/KAT7/LAMTOR5/LIMK2/PARK7/PARP9/PPP3CB/RAN/STK11/TCF7L2/TFRC/TRIM8/WWTR1/XBP1/YAP1/ZIC1",37
"GO:1903533","regulation of protein targeting","32/3836","77/18986",0.415584415584416,2.05690451363027,4.6761142956849,1.53723141606961e-05,0.000382180463773699,0.000288794604572018,"ANK3/ARIH2/BAG4/C2CD5/CDK5/CDK5R1/CHP1/CSNK2A2/FBXW7/FYN/HAX1/HPCA/HUWE1/ITGB1BP1/ITGB2/KCNB1/LRRK2/MICALL2/MTCL1/MYO1C/NPEPPS/PARL/PINK1/PRNP/RHOU/SLC1A1/SREBF2/STOM/UBE2D3/UBE2L3/UBL5/USP36",32
"GO:0009137","purine nucleoside diphosphate catabolic process","39/3836","101/18986",0.386138613861386,1.91116468268308,4.61995083372174,1.53964921804062e-05,0.000382180463773699,0.000288794604572018,"ALDOA/ALDOC/BPGM/COL6A1/DDIT4/EIF6/ENO2/ENTPD2/ENTPD4/EP300/FLCN/FOXK2/GAPDH/HDAC4/HK1/HTR2A/IGF1/KAT2B/LDHA/LIPA/MTOR/NUDT18/NUDT9/NUPR1/OGT/P2RX7/PFKFB3/PFKM/PFKP/PGK1/PKM/PPARA/PPP2CA/SLC4A4/STAT3/TPI1/UCHL1/ZBTB20/ZBTB7A",39
"GO:0009181","purine ribonucleoside diphosphate catabolic process","39/3836","101/18986",0.386138613861386,1.91116468268308,4.61995083372174,1.53964921804062e-05,0.000382180463773699,0.000288794604572018,"ALDOA/ALDOC/BPGM/COL6A1/DDIT4/EIF6/ENO2/ENTPD2/ENTPD4/EP300/FLCN/FOXK2/GAPDH/HDAC4/HK1/HTR2A/IGF1/KAT2B/LDHA/LIPA/MTOR/NUDT18/NUDT9/NUPR1/OGT/P2RX7/PFKFB3/PFKM/PFKP/PGK1/PKM/PPARA/PPP2CA/SLC4A4/STAT3/TPI1/UCHL1/ZBTB20/ZBTB7A",39
"GO:0060041","retina development in camera-type eye","59/3836","174/18986",0.339080459770115,1.6782538084451,4.52259464018052,1.54036556328974e-05,0.000382180463773699,0.000288794604572018,"ACVRL1/AGTPBP1/AHI1/ATOH7/ATP2B2/ATP2B4/ATP8A2/BMPR1B/BMPR2/CALB1/CELF4/CLIC4/CRB2/CYP1B1/DLL1/DLX1/DTNBP1/FOS/GDF11/GPM6A/HCN1/HES1/HIPK1/HIPK2/HPCA/JMJD6/LAMB2/MED1/MERTK/NFIA/NFIB/NOTCH1/NR2E1/NTRK2/PAX6/PDGFRA/PFDN5/PRPH2/PTPRM/RAB11FIP4/RBP4/RHOJ/RPGRIP1L/RPL24/SKI/SLC17A7/SLC1A1/SMARCA4/SOX8/SOX9/STAT3/TCIRG1/TGFB2/THRB/THY1/TMEM135/TTC8/TTLL5/TUB",59
"GO:0048489","synaptic vesicle transport","22/3836","45/18986",0.488888888888889,2.41971961534005,4.79783900886171,1.55408791080773e-05,0.000384073020153345,0.000290224714488923,"AP3B2/AP3M2/AP3S1/BLOC1S2/BLOC1S6/CDK5/CTNNB1/DNM1/DNM3/DTNBP1/KIF1B/LIN7A/LIN7B/LIN7C/LRRK2/MAP2/PINK1/SNAP91/SNCA/SPG11/SYNJ1/TOR1A",22
